crop_ui,image,has_video,has_overlay,has_roi_mask,has_annotation,complete_quad,video,overlay,roi_mask,annotation
dataset/gastritis_external/processed_images/福建省德化县医院/crop_ui,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh04-1.jpg,0,1,1,1,0,,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh04-1_overlay.jpg,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh04-1.png,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh04-1.json
dataset/gastritis_external/processed_images/福建省德化县医院/crop_ui,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh18-3.jpg,0,1,1,1,0,,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh18-3_overlay.jpg,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh18-3.png,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh18-3.json
dataset/gastritis_external/processed_images/福建省德化县医院/crop_ui,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh12-1.jpg,0,1,1,1,0,,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh12-1_overlay.jpg,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh12-1.png,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh12-1.json
dataset/gastritis_external/processed_images/福建省德化县医院/crop_ui,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh02-5.jpg,0,1,1,1,0,,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh02-5_overlay.jpg,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh02-5.png,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh02-5.json
dataset/gastritis_external/processed_images/福建省德化县医院/crop_ui,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh36-2.jpg,0,1,1,1,0,,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh36-2_overlay.jpg,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh36-2.png,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh36-2.json
dataset/gastritis_external/processed_images/福建省德化县医院/crop_ui,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh53-2.jpg,0,1,1,1,0,,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh53-2_overlay.jpg,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh53-2.png,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh53-2.json
dataset/gastritis_external/processed_images/福建省德化县医院/crop_ui,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh45-5.jpg,0,1,1,1,0,,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh45-5_overlay.jpg,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh45-5.png,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh45-5.json
dataset/gastritis_external/processed_images/福建省德化县医院/crop_ui,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh51-1.jpg,0,1,1,1,0,,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh51-1_overlay.jpg,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh51-1.png,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh51-1.json
dataset/gastritis_external/processed_images/福建省德化县医院/crop_ui,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh23-4.jpg,0,1,1,1,0,,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh23-4_overlay.jpg,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh23-4.png,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh23-4.json
dataset/gastritis_external/processed_images/福建省德化县医院/crop_ui,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh20-4.jpg,0,1,1,1,0,,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh20-4_overlay.jpg,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh20-4.png,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh20-4.json
dataset/gastritis_external/processed_images/福建省德化县医院/crop_ui,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh34-3.jpg,0,1,1,1,0,,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh34-3_overlay.jpg,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh34-3.png,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh34-3.json
dataset/gastritis_external/processed_images/福建省德化县医院/crop_ui,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh11-1.jpg,0,1,1,1,0,,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh11-1_overlay.jpg,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh11-1.png,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh11-1.json
dataset/gastritis_external/processed_images/福建省德化县医院/crop_ui,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh58-3.jpg,0,1,1,1,0,,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh58-3_overlay.jpg,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh58-3.png,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh58-3.json
dataset/gastritis_external/processed_images/福建省德化县医院/crop_ui,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh19-5.jpg,0,1,1,1,0,,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh19-5_overlay.jpg,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh19-5.png,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh19-5.json
dataset/gastritis_external/processed_images/福建省德化县医院/crop_ui,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh23-1.jpg,0,1,1,1,0,,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh23-1_overlay.jpg,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh23-1.png,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh23-1.json
dataset/gastritis_external/processed_images/福建省德化县医院/crop_ui,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh37-3.jpg,0,1,1,1,0,,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh37-3_overlay.jpg,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh37-3.png,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh37-3.json
dataset/gastritis_external/processed_images/福建省德化县医院/crop_ui,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh34-5.jpg,0,1,1,1,0,,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh34-5_overlay.jpg,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh34-5.png,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh34-5.json
dataset/gastritis_external/processed_images/福建省德化县医院/crop_ui,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh37-1.jpg,0,1,1,1,0,,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh37-1_overlay.jpg,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh37-1.png,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh37-1.json
dataset/gastritis_external/processed_images/福建省德化县医院/crop_ui,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh45-3.jpg,0,1,1,1,0,,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh45-3_overlay.jpg,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh45-3.png,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh45-3.json
dataset/gastritis_external/processed_images/福建省德化县医院/crop_ui,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh43-3.jpg,0,1,1,1,0,,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh43-3_overlay.jpg,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh43-3.png,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh43-3.json
dataset/gastritis_external/processed_images/福建省德化县医院/crop_ui,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh01-3.jpg,0,1,1,1,0,,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh01-3_overlay.jpg,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh01-3.png,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh01-3.json
dataset/gastritis_external/processed_images/福建省德化县医院/crop_ui,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh39-1.jpg,0,1,1,1,0,,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh39-1_overlay.jpg,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh39-1.png,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh39-1.json
dataset/gastritis_external/processed_images/福建省德化县医院/crop_ui,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh50-2.jpg,0,1,1,1,0,,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh50-2_overlay.jpg,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh50-2.png,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh50-2.json
dataset/gastritis_external/processed_images/福建省德化县医院/crop_ui,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh49-4.jpg,0,1,1,1,0,,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh49-4_overlay.jpg,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh49-4.png,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh49-4.json
dataset/gastritis_external/processed_images/福建省德化县医院/crop_ui,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh16-3.jpg,0,1,1,1,0,,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh16-3_overlay.jpg,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh16-3.png,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh16-3.json
dataset/gastritis_external/processed_images/福建省德化县医院/crop_ui,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh41-2.jpg,0,1,1,1,0,,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh41-2_overlay.jpg,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh41-2.png,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh41-2.json
dataset/gastritis_external/processed_images/福建省德化县医院/crop_ui,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh57-4.jpg,0,1,1,1,0,,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh57-4_overlay.jpg,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh57-4.png,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh57-4.json
dataset/gastritis_external/processed_images/福建省德化县医院/crop_ui,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh35-3.jpg,0,1,1,1,0,,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh35-3_overlay.jpg,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh35-3.png,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh35-3.json
dataset/gastritis_external/processed_images/福建省德化县医院/crop_ui,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh14-3.jpg,0,1,1,1,0,,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh14-3_overlay.jpg,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh14-3.png,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh14-3.json
dataset/gastritis_external/processed_images/福建省德化县医院/crop_ui,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh46-2.jpg,0,1,1,1,0,,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh46-2_overlay.jpg,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh46-2.png,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh46-2.json
dataset/gastritis_external/processed_images/福建省德化县医院/crop_ui,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh09-3.jpg,0,1,1,1,0,,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh09-3_overlay.jpg,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh09-3.png,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh09-3.json
dataset/gastritis_external/processed_images/福建省德化县医院/crop_ui,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh15-4.jpg,0,1,1,1,0,,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh15-4_overlay.jpg,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh15-4.png,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh15-4.json
dataset/gastritis_external/processed_images/福建省德化县医院/crop_ui,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh41-1.jpg,0,1,1,1,0,,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh41-1_overlay.jpg,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh41-1.png,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh41-1.json
dataset/gastritis_external/processed_images/福建省德化县医院/crop_ui,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh23-3.jpg,0,1,1,1,0,,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh23-3_overlay.jpg,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh23-3.png,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh23-3.json
dataset/gastritis_external/processed_images/福建省德化县医院/crop_ui,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh18-1.jpg,0,1,1,1,0,,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh18-1_overlay.jpg,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh18-1.png,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh18-1.json
dataset/gastritis_external/processed_images/福建省德化县医院/crop_ui,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh22-3.jpg,0,1,1,1,0,,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh22-3_overlay.jpg,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh22-3.png,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh22-3.json
dataset/gastritis_external/processed_images/福建省德化县医院/crop_ui,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh57-1.jpg,0,1,1,1,0,,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh57-1_overlay.jpg,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh57-1.png,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh57-1.json
dataset/gastritis_external/processed_images/福建省德化县医院/crop_ui,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh17-2.jpg,0,1,1,1,0,,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh17-2_overlay.jpg,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh17-2.png,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh17-2.json
dataset/gastritis_external/processed_images/福建省德化县医院/crop_ui,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh14-2.jpg,0,1,1,1,0,,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh14-2_overlay.jpg,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh14-2.png,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh14-2.json
dataset/gastritis_external/processed_images/福建省德化县医院/crop_ui,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh26-2.jpg,0,1,1,1,0,,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh26-2_overlay.jpg,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh26-2.png,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh26-2.json
dataset/gastritis_external/processed_images/福建省德化县医院/crop_ui,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh57-3.jpg,0,1,1,1,0,,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh57-3_overlay.jpg,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh57-3.png,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh57-3.json
dataset/gastritis_external/processed_images/福建省德化县医院/crop_ui,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh32-3.jpg,0,1,1,1,0,,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh32-3_overlay.jpg,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh32-3.png,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh32-3.json
dataset/gastritis_external/processed_images/福建省德化县医院/crop_ui,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh36-1.jpg,0,1,1,1,0,,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh36-1_overlay.jpg,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh36-1.png,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh36-1.json
dataset/gastritis_external/processed_images/福建省德化县医院/crop_ui,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh25-3.jpg,0,1,1,1,0,,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh25-3_overlay.jpg,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh25-3.png,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh25-3.json
dataset/gastritis_external/processed_images/福建省德化县医院/crop_ui,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh01-1.jpg,0,1,1,1,0,,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh01-1_overlay.jpg,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh01-1.png,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh01-1.json
dataset/gastritis_external/processed_images/福建省德化县医院/crop_ui,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh45-4.jpg,0,1,1,1,0,,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh45-4_overlay.jpg,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh45-4.png,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh45-4.json
dataset/gastritis_external/processed_images/福建省德化县医院/crop_ui,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh22-1.jpg,0,1,1,1,0,,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh22-1_overlay.jpg,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh22-1.png,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh22-1.json
dataset/gastritis_external/processed_images/福建省德化县医院/crop_ui,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh08-4.jpg,0,1,1,1,0,,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh08-4_overlay.jpg,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh08-4.png,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh08-4.json
dataset/gastritis_external/processed_images/福建省德化县医院/crop_ui,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh16-2.jpg,0,1,1,1,0,,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh16-2_overlay.jpg,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh16-2.png,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh16-2.json
dataset/gastritis_external/processed_images/福建省德化县医院/crop_ui,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh51-2.jpg,0,1,1,1,0,,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh51-2_overlay.jpg,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh51-2.png,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh51-2.json
dataset/gastritis_external/processed_images/福建省德化县医院/crop_ui,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh45-1.jpg,0,1,1,1,0,,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh45-1_overlay.jpg,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh45-1.png,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh45-1.json
dataset/gastritis_external/processed_images/福建省德化县医院/crop_ui,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh02-4.jpg,0,1,1,1,0,,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh02-4_overlay.jpg,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh02-4.png,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh02-4.json
dataset/gastritis_external/processed_images/福建省德化县医院/crop_ui,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh38-2.jpg,0,1,1,1,0,,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh38-2_overlay.jpg,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh38-2.png,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh38-2.json
dataset/gastritis_external/processed_images/福建省德化县医院/crop_ui,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh23-2.jpg,0,1,1,1,0,,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh23-2_overlay.jpg,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh23-2.png,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh23-2.json
dataset/gastritis_external/processed_images/福建省德化县医院/crop_ui,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh13-1.jpg,0,1,1,1,0,,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh13-1_overlay.jpg,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh13-1.png,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh13-1.json
dataset/gastritis_external/processed_images/福建省德化县医院/crop_ui,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh43-2.jpg,0,1,1,1,0,,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh43-2_overlay.jpg,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh43-2.png,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh43-2.json
dataset/gastritis_external/processed_images/福建省德化县医院/crop_ui,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh62.jpg,0,1,1,1,0,,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh62_overlay.jpg,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh62.png,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh62.json
dataset/gastritis_external/processed_images/福建省德化县医院/crop_ui,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh48-1.jpg,0,1,1,1,0,,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh48-1_overlay.jpg,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh48-1.png,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh48-1.json
dataset/gastritis_external/processed_images/福建省德化县医院/crop_ui,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh44-3.jpg,0,1,1,1,0,,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh44-3_overlay.jpg,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh44-3.png,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh44-3.json
dataset/gastritis_external/processed_images/福建省德化县医院/crop_ui,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh31-1.jpg,0,1,1,1,0,,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh31-1_overlay.jpg,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh31-1.png,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh31-1.json
dataset/gastritis_external/processed_images/福建省德化县医院/crop_ui,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh02-2.jpg,0,1,1,1,0,,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh02-2_overlay.jpg,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh02-2.png,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh02-2.json
dataset/gastritis_external/processed_images/福建省德化县医院/crop_ui,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh38-1.jpg,0,1,1,1,0,,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh38-1_overlay.jpg,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh38-1.png,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh38-1.json
dataset/gastritis_external/processed_images/福建省德化县医院/crop_ui,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh42-2.jpg,0,1,1,1,0,,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh42-2_overlay.jpg,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh42-2.png,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh42-2.json
dataset/gastritis_external/processed_images/福建省德化县医院/crop_ui,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh28.jpg,0,1,1,1,0,,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh28_overlay.jpg,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh28.png,福建省德化县医院__图片__福建省德化县医院__dhyz(1)__dhyz__dh28.json
